NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
"DOCTOR REVIEW, HFE PCR",3300,,"Doctor Review, HFE PCR",DCTRVWHFPCR,,,"DOCTOR REVIEW, HFE PCR",14869-2,,,,,,,,
"DOCTOR REVIEW, HHT-FSM",5451,,"Doctor Review, HHT-FSM",DCTRVWHTFSM,,,"DOCTOR REVIEW, HHT-FSM",,,,,,,,,
"DOCTOR REVIEW, HHV-8",5452,,"Doctor Review, HHV-8",DCTRVWHV8,,,"DOCTOR REVIEW, HHV-8",,,,,,,,,
"DOCTOR REVIEW, HPA",5453,,"Doctor Review, HPA",DCTRVWHP,,,"DOCTOR REVIEW, HPA",,,,,,,,,
"DOCTOR REVIEW, HUNTINGTON",5454,,"Doctor Review, Huntington",DCTRVWHNTNGT,,,"DOCTOR REVIEW, HUNTINGTON",,,,,,,,,
"DOCTOR REVIEW, IGVH",5455,,"Doctor Review, IGVH",DCTRVWIGVH,,,"DOCTOR REVIEW, IGVH",,,,,,,,,
"DOCTOR REVIEW, INV(16)",5456,,"Doctor Review, INV(16)",DCTRVWINV16,,,"DOCTOR REVIEW, INV(16)",,,,,,,,,
"DOCTOR REVIEW, IVS-8",5457,,"Doctor Review, IVS-8",DCTRVWIVS8,,,"DOCTOR REVIEW, IVS-8",,,,,,,,,
"DOCTOR REVIEW, JAK2",5458,,"Doctor Review, JAK2",DCTRVWJK2,,,"DOCTOR REVIEW, JAK2",,,,,,,,,
"DOCTOR REVIEW, LEUK",3002,,"Doctor Review, Leuk",DCTRVWLK,,,"DOCTOR REVIEW, LEUK",,,,,,,,,
"DOCTOR REVIEW, MCAD FGS",5459,,"Doctor Review, MCAD FGS",DCTRVWMCDFGS,,,"DOCTOR REVIEW, MCAD FGS",,,,,,,,,
"DOCTOR REVIEW, MCC FE",5460,DCTRVWMCF,"Doctor Review, MCC FE",DCTRVWMCF,1,,"DOCTOR REVIEW, MCC FE",,,,,,,,,
"DOCTOR REVIEW, MEN2 SEQ",5461,,"Doctor Review, MEN2 Seq",DCTRVWMN2SQ,,,"DOCTOR REVIEW, MEN2 SEQ",,,,,,,,,
"DOCTOR REVIEW, MEN2B",5462,,"Doctor Review, MEN2B",DCTRVWMN2B,,,"DOCTOR REVIEW, MEN2B",,,,,,,,,
"DOCTOR REVIEW, MLL-AF4",5463,,"Doctor Review, MLL-AF4",DCTRVWMLF4,,,"DOCTOR REVIEW, MLL-AF4",,,,,,,,,
"DOCTOR REVIEW, MOL PREG",5464,,"Doctor Review, Mol Preg",DCTRVWMLPRG,,,"DOCTOR REVIEW, MOL PREG",,,,,,,,,
"DOCTOR REVIEW, MSI HNPCC",5465,,"Doctor Review, MSI HNPCC",DCTRVWMSHNPC,,,"DOCTOR REVIEW, MSI HNPCC",,,,,,,,,
"DOCTOR REVIEW, MTHFR",5466,,"Doctor Review, MTHFR",DCTRVWMTHFR,,,"DOCTOR REVIEW, MTHFR",,,,,,,,,
"DOCTOR REVIEW, NEO T-CELL",5467,,"Doctor Review, NEO T-Cell",DCTRVWNTCL,,,"DOCTOR REVIEW, NEO T-CELL",,,,,,,,,
"DOCTOR REVIEW, NPM1",5468,,"Doctor Review, NPM1",DCTRVWNPM1,,,"DOCTOR REVIEW, NPM1",,,,,,,,,
"DOCTOR REVIEW, PAX",5469,,"Doctor Review, PAX",DCTRVWPX,,,"DOCTOR REVIEW, PAX",,,,,,,,,
"DOCTOR REVIEW, PCD FGS",5470,,"Doctor Review, PCD FGS",DCTRVWPCDFGS,,,"DOCTOR REVIEW, PCD FGS",,,,,,,,,
"DOCTOR REVIEW, PML",5471,,"Doctor Review, PML",DCTRVWPML,,,"DOCTOR REVIEW, PML",,,,,,,,,
"DOCTOR REVIEW, PT PCR",5472,,"Doctor Review, PT PCR",DCTRVWPTPCR,,,"DOCTOR REVIEW, PT PCR",,,,,,,,,
"DOCTOR REVIEW, PTPN11 FGS",5473,,"Doctor Review, PTPN11 FGS",DCTRVWPTPN1F,,,"DOCTOR REVIEW, PTPN11 FGS",,,,,,,,,
"DOCTOR REVIEW, RETT SYNDROME",5474,,"Doctor Review, Rett Syndrome",DCTRVWRTSYND,,,"DOCTOR REVIEW, RETT SYNDROME",,,,,,,,,
"DOCTOR REVIEW, RH C",5475,,"Doctor Review, RH C",DCTRVWRHC,,,"DOCTOR REVIEW, RH C",,,,,,,,,
"DOCTOR REVIEW, RH E",5476,,"Doctor Review, RH E",DCTRVWRHE,,,"DOCTOR REVIEW, RH E",,,,,,,,,
"DOCTOR REVIEW, SMAD4",5477,,"Doctor Review, SMAD4",DCTRVWSMD4,,,"DOCTOR REVIEW, SMAD4",,,,,,,,,
"DOCTOR REVIEW, STR",5478,,"Doctor Review, STR",DCTRVWSTR,,,"DOCTOR REVIEW, STR",,,,,,,,,
"DOCTOR REVIEW, SYT-SSX",5479,,"Doctor Review, SYT-SSX",DCTRVWSYTSX,,,"DOCTOR REVIEW, SYT-SSX",,,,,,,,,
"DOCTOR REVIEW, T CELL PCR",5480,,"Doctor Review, T Cell PCR",DCTRVWTCLPCR,,,"DOCTOR REVIEW, T CELL PCR",,,,,,,,,
"DOCTOR REVIEW, T CELL RF-SBH",5481,,"Doctor Review, T Cell RF-SBH",DCTRVWTCLRFS,,,"DOCTOR REVIEW, T CELL RF-SBH",,,,,,,,,
"DOCTOR REVIEW, TD1",5482,,"Doctor Review, TD1",DCTRVWTD1,,,"DOCTOR REVIEW, TD1",,,,,,,,,
"DOCTOR REVIEW, TEL-AML1",5483,,"Doctor Review, TEL-AML1",DCTRVWTLML1,,,"DOCTOR REVIEW, TEL-AML1",,,,,,,,,
"DOCTOR REVIEW, UGT1A1",5484,,"Doctor Review, UGT1A1",DCTRVWUGT1,,,"DOCTOR REVIEW, UGT1A1",,,,,,,,,
"DOCTOR REVIEW, ZAP 70",5485,,"Doctor Review, Zap 70",DCTRVWZP70,,,"DOCTOR REVIEW, ZAP 70",,,,,,,,,
DOG1 BY IMMUNOHISTOCHEMISTRY,11012,DOG1IMMHIS,DOG1 by Immunohistochemistry,DOG1IMMHISTO,1,,DOG1 BY IMMUNOHISTOCHEMISTRY,,,,,,,,,
DOG1 CLIENT CASE OR REFERENCE NUMBER,10947,DG1CLCSRFN,DOG1 Client Case or Reference Number,DG1CLCSRFNUM,1,,DOG1 CLIENT CASE OR REFERENCE NUMBER,,,,,,,,,
DOHLE BODIES,3780,,Dohle Bodies,DOHLEBODIES,,,DOHLE BODIES,7792-5,,,,,,,,
DOMBROCK ANTIGEN DOA/DOB,12673,DMBRKNDOAD,Dombrock Antigen Doa/Dob,DMBRKNDOADOB,1,,DOMBROCK ANTIGEN DOA/DOB,,,,,,,,,
DOMBROCK ANTIGEN HY,12674,DMBRKNHY,Dombrock Antigen Hy,DMBRKNHY,1,,DOMBROCK ANTIGEN HY,,,,,,,,,
DOMBROCK ANTIGEN JOA,12675,DMBRKNJOA,Dombrock Antigen Joa,DMBRKNJOA,1,,DOMBROCK ANTIGEN JOA,,,,,,,,,
DONATH LANDSTEINER,7767,DNTHLNDSTNR,Donath Landsteiner,DNTHLNDSTNR,1,,DONATH LANDSTEINER,18287-3,,,,,,,,
DONE BY,12153,,Done By:,DNBY,,,DONE BY,,,,,,,,,
DONOR EGG,15317,,Donor Egg,DNREGG,,,DONOR EGG,,,,,,,,,
DONOR EGG P,17271,DNREGP,Donor Egg P,DNREGP,1,,DONOR EGG P,,,,,,,,,
DONOR NAME,7710,DONORNAME,Donor Name,DONORNAME,1,,DONOR NAME,,,,,,,,,
DONOR RELATIONSHIP,15797,DNRLSHP,Donor Relationship,DNRLSHP,1,,DONOR RELATIONSHIP,,,,,,,,,
DOPAMINE,1962,,Dopamine,,,,DOPAMINE,,,2,,,,PG/ML,,
DOPAMINE,3315,,Dopamine,,,,DOPAMINE,,,2,,,,PG/ML,,
DOPAMINE,557,DOPAMINE,Dopamine,DOPAMINE,1,,DOPAMINE,2216-0,,,,,,pg/mL,,
DOPAMINE - UG/DAY,1842,,Dopamine - ug/day,,,,DOPAMINE - UG/DAY,,,2,,,,UG/D,,
DOPAMINE - UG/G CRT,2572,,Dopamine - ug/g crt,,,,DOPAMINE - UG/G CRT,,,2,,,,UG/G,,
"DOPAMINE, URINE - PER 24H",3607,DPMNURUGD,"Dopamine, U/24 Hr",DPMNURUGD,1,,"DOPAMINE, URINE - PER 24H",2218-6,,,,,,ug/d,,
"DOPAMINE, URINE - UG/G CRT",3613,DPMNURUGCR,"Dopamine, Urine - ratio to CRT",DPMNURUGCRT,1,,"DOPAMINE, URINE - UG/G CRT",13733-1,,,,,,ug/gcrt,,
"DOPAMINE, URINE-PER VOLUME",8618,DOPURPERV,"Dopamine, U/volume",DOPURPERVOL,1,,"DOPAMINE, URINE-PER VOLUME",2217-8,,,,,,ug/L,,
DORIPENEM,12316,,Doripenem,DRPNM,3,,DORIPENEM,60535-2,,,,,,,,
DOSAGE,5486,,Dosage,DOSAGE,,,DOSAGE,4462-8,,,,,,g,,
DOSAGE - EXTERNAL,16459,DOSE,Dosage - External,DOSE,,,DOSE - EXTERNAL,,,,,,,NULL,,
DOSE GIVEN TO DATE,11210,,Dose Given to Date,DOSEGVTODATE,,,DOSE GIVEN TO DATE,,,,,,,,,
DOUBLE-STRANDED DNA (DSDNA) AB IGG ELISA,3306,DSDNDBLSTR,dsDNA Ab IgG ELISA,DSDNDBLSTRND,1,,"DSDNA AB, IGG ELISA",58465-6,,,,,,IU,,
DOUBLE-STRANDED DNA (DSDNA) AB IGG IFA,7231,DSDNABIGTR,dsDNA Ab IgG IFA,DSDNABIGTRBY,1,,"DSDNA AB, IGG IFA",58466-4,,,,,,,,
DOXEPIN,14425,,Doxepin,DOXEPIN,,,DOXEPIN,61415-6,,,,,,,,
DOXEPIN,5488,,Doxepin,DOXEPIN,,,DOXEPIN,,,,,,,ng/mL,,
"DOXEPIN, SERUM OR PLASMA",10132,DOXEPINSP,"Doxepin, S/P",DOXEPINSP,1,,"DOXEPIN, SERUM OR PLASMA",3579-0,,,,,,ng/mL,,
DOXEPINE,5489,DXPNQNTUR,Doxepine,DXPNQNTUR,1,,DOXEPINE,3581-6,,,,,,,,
"DOXEPINE QUANT, URN",9467,DXPNQNTUR,"Doxepine Quant, Urn",DXPNQNTUR,1,,"DOXEPINE QUANT, URN",3581-6,,,,,,ng/mL,,
"DOXEPINE/NORDOXEPINE TOTAL, SP",5487,DOXANDNOR,"Doxepine/Nordoxepine Total, S/P",DOXANDNOR,1,,DOX AND NOR,3582-4,,,,,,ng/mL,,
"DOXEPINE/NORDOXEPINE TOTAL, URN",9469,DXPNNRDXUR,"Doxepine/Nordoxepine Total, Urine",DXPNNRDXUR,1,,"DOXEPINE/NORDOXEPINE TOTAL, URN",19247-6,,,,,,ng/mL,,
DOXYCYCLINE,12317,,Doxycycline,DXCLN,3,,DOXYCYCLINE,18917-5,,,,,,,,
DOXYCYCLINE,5491,,Doxycycline,DOXYCYCLINE,,,DOXYCYCLINE,,,2,,,,,,
"DOXYCYCLINE QUANTITATION, SER/PLA",5490,,"Doxycycline Quant, S/P",DXYCYCLNQNTN,,,"DOXYCYCLINE QUANTITATION, SER/PLA",10986-8,,,,,,mcg/mL,,
"DPA, C22:5W3",5492,DPAC225W3,"DPA, C22:5w3",DPAC225W3,1,,"DPA, C22 5W3",35180-9,,,,,,nmol/mL,,
"DPA, C22:5W3, RBC",16882,DPAC225W3R,"DPA, C22:5w3, RBC",DPAC225W3R,1,,"DPA, C22 5W3, RBC",35180-9,,,,,,nmol/mL,,
"DPA, C22:5W6",5493,DPAC225W6,"DPA, C22:5w6",DPAC225W6,1,,"DPA, C22 5W6",35181-7,,,,,,nmol/mL,,
"DPA, C22:5W6, RBC",16889,DPAC225W6R,"DPA, C22:5w6, RBC",DPAC225W6R,1,,"DPA, C22 5W6, RBC",35181-7,,,,,,nmol/mL,,
"DPPX RECEPTOR AB, CBA IFA, CSF ",11486,,"DPPX Receptor Ab, CBA IFA, CSF ",DPPXABIFA,,,DPPXABIFA,,,,,,,,,
DPT CONFIRM RATIO,14555,,Dpt Confirm Ratio,DPTCONFIRMRA,,,DPT CONFIRM RATIO,75884-7,,,,,,,,
DPYD C.1679T>G,11149,,DPYD c.1679T>G,DPYDC1679TG,,,DPYD C.1679T>G,,,,,,,,,
DPYD C.1905+1G>A,11150,,DPYD c.1905+1G>A,DPYDC19051GA,,,DPYD C.1905+1G>A,,,,,,,,,
DPYD C.2846A>T,11151,,DPYD c.2846A>T,PYDC2846AT,,,DPYD C.2846A>T,,,,,,,,,
DPYD GENOTYPE,11495,DPYDGNTPNG,DPYD Genotype,DPYDGNTPNG,1,,DPYD GENOTYPE,,,,,,,,,
DPYD INTERPRETATION,11152,DPYDINTRP,DPYD Interpretation,DPYDINTRP,1,,DPYD INTERPRETATION,,,,,,,,,
DPYD PHENOTYPE,11496,DPYDPHNTP,DPYD Phenotype,DPYDPHNTP,1,,DPYD PHENOTYPE,,,,,,,,,
DPYD SPECIMEN,11148,DPYDSPEC,DPYD Specimen,DPYDSPEC,1,,DPYD SPECIMEN,31208-2,,,,,,,,
DPYR/PYD RATIO,5494,DPYRPYDRT,DPYR/PYD Ratio,DPYRPYDRT,1,,DPYR/PYD RATIO,58954-9,,,,,,ratio,,
"DQ2 (DQA1 0501/0505,DQB1 02XX)",14295,,"Dq2 (Dqa1 0501/0505,Dqb1 02Xx)",DQ2DQA105010,,,"DQ2 (DQA1 0501/0505,DQB1 02XX)",4935-3,,,,,,,,
"DQ8 (DQA1 03XX, DQB1 0302)",15221,,"DQ8 (DQA1 03XX, DQB1 0302)",CLCHLDQB1030,,,"DQ8 (DQA1 03XX, DQB1 0302)",41283-3,,,,,,,,
DQA1*01:02,14352,,Dqa1 01 02,DQA10102,,,DQA1 01 02,53737-3,,,,,,,,
DQB1*06:02,14437,,Dqb1 06 02,DQB10602,,,DQB1 06 02,63558-1,,,,,,,,
DR NAME P,7175,,Dr Name P,DRNAMEP,,,DR NAME P,,,,,,,,,
DRAW SITE,13194,DRAWSITE,Site,DRAWSITE,1,,DRAW SITE,,,,,,,,,
DRIED BLOOD KS,14297,,Dried Blood Ks,DRIEDBLOODKS,,,DRIED BLOOD KS,49499-7,,,,,,,,
DRK,7486,,DRK,DRK,,,DRK,,,,,,,,,
"DRUG ANALYSIS, GASTRIC",5495,,Drug Analysis Gastric,DRGANLGSTRC,,,"DRUG ANALYSIS, GASTRIC",,,,,,,,,
DRUG CONF AMPHETAMINES-URINE,2178,,"Amphetamines Conf, Urine",,,,DRUG CONF AMPHETAMINES-URINE,,,2,,,,,,
DRUG CONF CANNABINOIDS-URINE,1240,,"Cannabinoids Conf, Urine",,,,DRUG CONF CANNABINOIDS-URINE,,,2,,,,,,
DRUG CONF COCAINE-URINE,2419,,"Cocaine Conf, Urine",,,,DRUG CONF COCAINE-URINE,,,2,,,,,,
DRUG CONF FENTANYL-S/P,2640,,"Fentanyl Conf, S/P",,,,DRUG CONF FENTANYL-S/P,,,2,,,,,,
DRUG CONF FENTANYL-URINE,1206,,"Fentanyl conf, Urine",,,,DRUG CONF FENTANYL-URINE,,,2,,,,,,
DRUG CONF HYDROCODONE-URINE,1713,,"Hydrocodone Conf, Urine",,,,DRUG CONF HYDROCODONE-URINE,,,2,,,,NG/ML,,
DRUG CONF METHADONE-URINE,1239,,"Methadone Conf, Urine",,,,DRUG CONF METHADONE-URINE,,,2,,,,,,
DRUG CONF OPIATES-S/P,2606,,"Opiates Conf, S/P",,,,DRUG CONF OPIATES-S/P,,,2,,,,,,
DRUG CONF OPIATES-URINE,981,,"Opiates Conf, Urine",,,,DRUG CONF OPIATES-URINE,,,2,,,,,,
DRUG CONF OXYCODONE-URINE,1301,,"Oxycodone Conf, Urine",,,,DRUG CONF OXYCODONE-URINE,,,2,,,,,,
"DRUG CONF, BENZODIAZEPINES, SER/PLA",5496,,"Benzodiazepines Conf, S/P",DRGCNFBNZDZS,,,"DRUG CONF, BENZODIAZEPINES, SER/PLA",42586-8,,,,,,,,
"DRUG CONF, FENTANYL/METAB, SER/PLA",4186,,"Fentanyl/Metab Conf, S/P",FNTNLSRPLSM,,,"DRUG CONF, FENTANYL/METAB, SER/PLA",3636-8,,,,,,,,
"DRUG CONF, METHADONE/METAB, SER/PLA",7176,,"Methadone/Metab Conf, S/P",DRGCNFMTHDNS,,,"DRUG CONF, METHADONE/METAB, SER/P",48403-0,,,,,,,,
"DRUG CONF, METHADONE/METAB, URINE",4278,,"Methadone/Metab Conf, Urine",DRGCNFMTHDNU,,,"DRUG CONF, METHADONE/METAB, URINE",16199-2,,,,,,,,
"DRUG CONF, PHENCYCLIDINE, SER/PLA",5497,,"Phencyclidine Conf, S/P",PCPSERUM,,,"DRUG CONF, PHENCYCLIDINE, SER/PLA",3934-7,,,,,,ng/mL,,
"DRUG CONF, PROPOXYPHENE/METAB, SER/PLA",5498,,"Propoxyphene/Metab Conf, S/P",DRGCNFPRPXYS,,,"DRUG CONF, PROPOXYPHENE/METAB, SER/PLA",47415-5,,,,,,,,
"DRUG CONF, PROPOXYPHENE/METAB, URINE",5499,,"Propoxyphene/Metab Conf, Urine",PROPOXYUR,,,"DRUG CONF, PROPOXYPHENE/METAB, URINE",19438-1,,,,,,,,
"DRUG CONF, PROPOXYPHENE/METABOLITE, MEC",5500,,"Propoxyphene/Metab Conf, Meconium",DRGCNFPRPXYM,,,"DRUG CONF, PROPOXYPHENE/METABOLITE, MEC",27067-8,,,,,,,,
"DRUG CONFIRMATION, AMPHETAMINES, MEC",5501,DRGCNFAMPH,"Amphetamines Conf, Meconium",DRGCNFAMPHTM,1,,"DRUG CONFIRMATION, AMPHETAMINES, MEC",26959-7,,,,,,,,
"DRUG CONFIRMATION, AMPHETAMINES, SER/PLA",4312,,"Amphetamines Conf, S/P",DRGCNFAMPHTS,,,"DRUG CONFIRMATION, AMPHETAMINES, SER/PLA",8148-9,,,,,,,,
"DRUG CONFIRMATION, AMPHETAMINES, URINE",4444,,"Amphetamines Conf, Urine",DRGCNFAMPHTU,,,"DRUG CONFIRMATION, AMPHETAMINES, URINE",16369-1,,,,,,,,
"DRUG CONFIRMATION, BARBITURATES, MEC",5502,DRGCNFBRBT,"Drug Confirmation, Barbiturates, Meconium",DRGCNFBRBTRM,1,,"DRUG CONFIRMATION, BARBITURATES, MEC",38439-6,,,,,,,,
"DRUG CONFIRMATION, BARBITURATES, SER/PLA",5503,,"Barbiturates Conf, S/P",DRGCNFBRBTRS,,,"DRUG CONFIRMATION, BARBITURATES, SER/PLA",42582-7,,,,,,,,
"DRUG CONFIRMATION, BARBITURATES, URINE",3624,,"Barbiturates Conf, Urine",DRGCNFBRBTRU,,,"DRUG CONFIRMATION, BARBITURATES, URINE",16429-3,,,,,,,,
"DRUG CONFIRMATION, BENZODIAZEPINE, MEC",5504,BNZDZPNSMC,"Drug Confirmation, Benzodiazepine, Meconium",BNZDZPNSMCNM,1,,"DRUG CONFIRMATION, BENZODIAZEPINE, MEC",29160-9,,,,,,,,
"DRUG CONFIRMATION, BENZODIAZEPINES, URINE",2211,,"Benzodiazepines Conf, Urine",DRGCNFBNZDZU,,,"DRUG CONFIRMATION, BENZODIAZEPINES, URINE",16195-0,,,,,,,,
"DRUG CONFIRMATION, COCAINE/METAB, MEC",5506,DRGCNFCNMT,"Drug Confirmation, Cocaine/Metab, Meconium",DRGCNFCNMTBM,1,,"DRUG CONFIRMATION, COCAINE/METAB, MEC",41037-3,,,,,,,,
"DRUG CONFIRMATION, FENTANYL/METAB, URINE",3479,,"Fentanyl/Metab Conf, Urine",NRFNTNYLURN,,,"DRUG CONFIRMATION, FENTANYL/METAB, URINE",11075-9,,,,,,,,
"DRUG CONFIRMATION, METHADONE/METAB, MEC",5507,MTHDNANDMT,"Methadone/Metab Conf, Meconium",MTHDNANDMTBL,1,,"DRUG CONFIRMATION, METHADONE/METAB, MEC",29159-1,,,,,,,,
"DRUG CONFIRMATION, OPIATES, MECONIUM",5508,OPTSMCNM,"Drug Confirmation, Opiates, Meconium",OPTSMCNM,1,,"DRUG CONFIRMATION, OPIATES, MECONIUM",29158-3,,,,,,,,
"DRUG CONFIRMATION, OPIATES, SER/PLA",4161,,"Opiates Conf, S/P",OPIATESSPHYD,,,"DRUG CONFIRMATION, OPIATES, SER/PLA",3683-0,,,,,,,,
"DRUG CONFIRMATION, PHENCYCLIDINE, MEC",5509,PHNCYCLDNM,"Drug Confirmation, Phencyclidine, Meconium",PHNCYCLDNMCN,1,,"DRUG CONFIRMATION, PHENCYCLIDINE, MEC",26859-9,,,,,,,,
"DRUG CONFIRMATION, PHENCYCLIDINE, URINE",5510,,"Phencyclidine Conf, Urine",DRGCNFPHNCYU,,,"DRUG CONFIRMATION, PHENCYCLIDINE, URINE",16254-5,,,,,,ng/mL,,
"DRUG DETECTION PAN, TOF, UMB CORD",9049,DRGDTCUMBC,"Drug Detection Pan, TOF, umb cord",DRGDTCUMBC,1,,"DRUG DETECTION PAN, TOF, UMB CORD",,,,,,,,,
DRUG LEVEL COMMENTS,7575,,Drug Screen Comments,DRGLVLCMNTS,,,DRUG LEVEL COMMENTS,54247-2,,,,,,,,
"DRUG OR METABOLITE, CALCULI ANALYSIS",15670,,Drug or Metabolite,DRUGORMETAB,1,,"DRUG OR METABOLITE, CALCULI ANALYSIS",,,,,,,,,
DRUG SCR COMMENT,13716,,,DRUGSCRCOMME,,,DRUG SCR COMMENT,,,,,,,,,
DRUG SCR NOTE,15200,,Drug Scr Note,HCVGNNT,,,DRUG SCR NOTE,77202-0,,,,,,,,
DRUG SCREEN (NONFORENSIC) URN,1209,,Drug Screen (Nonforensic) Urine,,,,DRUG SCREEN (NONFORENSIC) URN,,,2,,,,,,
"DRUG SCREEN (NONFORENSIC), SER",1398,,Drug Screen (Nonforensic) Serum,,,,"DRUG SCREEN (NONFORENSIC), SER",,,2,,,,,,
"DRUG SCREEN (NONFORENSIC), SERUM",2944,DRGSCRNFRN,"Drug Screen (Nonforensic), Serum",DRGSCRNFRNSS,1,,"DRUG SCREEN (NONFORENSIC), SERUM",20785-2,,,,,,,,
"DRUG SCREEN (NONFORENSIC), URINE, QUAL",2945,DRGSCRNFRNSU,"Drug Screen (Nonforensic), Urine, Qual",DRGSCRNFRNSU,1,,"DRUG SCREEN (NONFORENSIC), URINE, QUAL",12286-1,,,,,,,,
"DRUG SCREEN AND CONF, ALCOHOL, URINE",4205,DRGSCRNALC,"Drug Screen and Conf, Alcohol, Urine",DRGSCRNANDCN,1,,"DRUG SCREEN AND CONF, ALCOHOL, URINE",42242-8,,,,,,,,
"DRUG SCREEN COMMENTS, S/P",1704,,"Drug Screen Comments, S/P",,,,"DRUG SCREEN COMMENTS, S/P",,,2,,,,,,
"DRUG SCREEN COMMENTS, SERUM OR PLASMA",4160,DRGSCRNCMN,"Drug Screen Comments, S/P",DRGSCRNCMNTS,1,,"DRUG SCREEN COMMENTS, SERUM OR PLASMA",48767-8,,,,,,,,
"DRUG SCREEN, REFLEX, SER/PLA COMMENTS",8543,,"Drug Screen, Rflx, Comments, S/P",DRGSRNRFLXSP,,,"DRUG SCREEN, REFLEX, SER/PLA COMM",,,,,,,,,
DRUGS EXPECTED,9981,DRGSEXP,Drugs Expected,DRGSEXP,1,,DRUGS EXPECTED,48767-8,,,,,,,,
DRVVT 1:1 MIX,16934,,DRVVT 1:1 MIX,DRVVTMIX,,,DRVVT 1 MIX,,,,,,,,,
DRVVT CONF SEC,14379,,Drvvt Conf Sec,DRVVTCONFSEC,,,DRVVT CONF SEC,57838-5,,,,,,,,
DRVVT CONFIRMATION,1331,,dRVVT Confirmation,,,,DRVVT CONFIRMATION,,,2,,,,RATIO,,
DRVVT CONFIRMATION,3409,DRVTCNF,dRVVT Confirmation,DRVTCNF,1,,DRVVT CONFIRMATION,50410-0,,,,,,,,
DRVVT MIX INTERPRETATION,16935,,DRVVT MIX INTERPRETATION,DRVVTMIXINT,,,DRVVT MIX INTERPRETATION,,,,,,,,,
"DSDNA AB, IGG",1286,,"dsDNA Ab, IgG",,,,"DSDNA AB, IGG",,,2,,,,,,
DSDNA CRITHIDIA LUCILIAE IFA,17540,,dsDNA Crithidia luciliae IFA,DSDNABIGTRBY,,,DSDNA CRITHIDIA LUCILIAE IFA,6457-6,,,,,,,,
DSDNA CRITHIDIA LUCILIAE TITER,1231204816,DSDNACLT,dsDNA Crithidia luciliae Titer,DSDNACLT,1,,DSDNA CRITHIDIA LUCILIAE TITER,,,,,,,,,
"DTA, C22: 4W6",5511,DTC24W6,"DTA, C22:4w6",DTC24W6,1,,"DTA, C22 4W6",35182-5,,,,,,nmol/mL,,
"DTA, C22:4W6, RBC",16888,DTAC224W6R,"DTA, C22:4w6, RBC",DTAC224W6R,1,,"DTA, C22 4W6, RBC",35182-5,,,,,,nmol/mL,,
DTI 5A COMMENTS,1451,,DTI 5A Comments,,,,DTI 5A COMMENTS,,,2,,,,,,
DTI 7A COMMENTS,1557,,DTI 7A Comments,,,,DTI 7A COMMENTS,,,2,,,,,,
DTI 9 COMMENTS,1883,,DTI 9 Comments,,,,DTI 9 COMMENTS,,,2,,,,,,
DTI 9A COMMENTS,1446,,DTI 9A Comments,,,,DTI 9A COMMENTS,,,2,,,,,,
DTT INACTIVATION IGM ANTIBODY,5512,DTINCTVTNI,DTT Inact IgM Ab,DTINCTVTNIGM,1,,DTT INACTIVATION IGM ANTIBODY,,,,,,,,,
DU ANTIGEN,261,,DU Antigen,,,,DU ANTIGEN,,,2,,,,,,
DU INTERPRETATION,1107,,DU Interpretation,,,,DU INTERPRETATION,,,2,,,,,,
DUCHENNE/BECKER DELDUP FETAL INTERP,10710,,Duchenne/Becker DelDup Fetal Interp,DUCBCKDDFTIN,,,DUCHENNE/BECKER DELDUP FETAL INTERP,21247-2,,,,,,,,
DUCHENNE/BECKER MD (DMD) DELDUP INTERP,10712,DCBCKMDDDI,Duchenne/Becker MD (DMD) DelDup Interp,DCBCKMDDDINT,1,,DUCHENNE/BECKER MD (DMD) DELDUP INTERP,21247-2,,,,,,,,
DUCHENNE/BECKER MD (DMD) DELDUP MLPA,10713,DCBCKDDMLP,Duchenne/Becker MD (DMD) DelDup MLPA,DCBCKDDMLPA,1,,DUCHENNE/BECKER MD (DMD) DELDUP MLPA,31208-2,,,,,,,,
DUCHENNE/BECKER MD (DMD) DELDUP SPECIMEN,10711,DUCBCKMDDD,Duchenne/Becker MD (DMD) DelDup Specimen,DUCBCKMDDDSP,1,,DUCHENNE/BECKER MD (DMD) DELDUP SPECIMEN,,,,,,,,,
DUCHENNE/BECKER MD (DMD) REFLEX INTERP,10714,DCBCKRFLXI,Duchenne/Becker MD (DMD) Reflex Interp,DCBCKRFLXINT,1,,DUCHENNE/BECKER MD (DMD) REFLEX INTERP,,,,,,,,,
DUCHENNE/BECKER MD (DMD) REFLEX SPECIMEN,10728,DMDFLXSPEC,Duchenne/Becker MD (DMD) Reflex Specimen,DMDFLXSPEC,1,,DUCHENNE/BECKER MD (DMD) REFLEX SPECIMEN,,,,,,,,,
DUCHENNE/BECKER MD (DMD) SEQUENCE BILL,10715,,Duchenne/Becker MD (DMD) Sequence Bill,DCBCKSEQBILL,,,DUCHENNE/BECKER MD (DMD) SEQUENCE BILL,,,,,,,,,
DUE DATE P,7177,,Due Date P,DUEDATEP,,,DUE DATE P,11778-8,,,,,,,,
